DOI,PMID,arXiv ID,Title,Abstract,Authors,Journal,Year
10.3389/fendo.2022.1093508,36619583.0,,Preoperative prediction of residual back pain after vertebral augmentation for osteoporotic vertebral compression fractures: Initial application of a radiomics score based nomogram,"Most patients with osteoporotic vertebral compression fracture (OVCF) obtain pain relief after vertebral augmentation, but some will experience residual back pain (RBP) after surgery. Although several risk factors of RBP have been reported, it is still difficult to estimate the risk of RBP preoperatively. Radiomics is helpful for disease diagnosis and outcome prediction by establishing complementary relationships between human-recognizable and computer-extracted features. However, musculoskeletal radiomics investigations are less frequently reported.This study aims to establish a radiomics score (rad-score) based nomogram for the preoperative prediction of RBP in OVCF patients.The training cohort of 731 OVCF patients was used for nomogram development, and the validation cohort was utilized for performance test. RBP was determined as the score of visual analogue scale ≥ 4 at both 3 and 30 days following surgery. After normalization, the RBP-related radiomics features were selected to create rad-scores. These rad-scores, along with the RBP predictors initially identified by univariate analyses, were included in the multivariate analysis to establish a nomogram for the assessment of the RBP risk in OVCF patients preoperatively.A total of 81 patients (11.2%) developed RBP postoperatively. We finally selected 8 radiomics features from 1316 features extracted from each segmented image to determine the rad-score. Multivariate analysis revealed that the rad-score plus bone mineral density, intravertebral cleft, and thoracolumbar fascia injury were independent factors of RBP. Our nomograms based on these factors demonstrated good discrimination, calibration, and clinical utility in both training and validation cohorts. Furthermore, it achieved better performance than the rad-score itself, as well as the nomogram only incorporating regular features.We developed and validated a nomogram incorporating the rad-score and regular features for preoperative prediction of the RBP risk in OVCF patients, which contributed to improved surgical outcomes and patient satisfaction.","Ge Chen,Zhe Chen,Lin Yan,Yuehuan Zheng,Peng Cao,Xiaoyong Chen",,2022.0
10.1101/cshperspect.a039537,33431509.0,,Application of Radiomics and Artificial Intelligence for Lung Cancer Precision Medicine,"Medical imaging is the standard-of-care for early detection, diagnosis, treatment planning, monitoring, and image-guided interventions of lung cancer patients. Most medical images are stored digitally in a standardized Digital Imaging and Communications in Medicine format that can be readily accessed and used for qualitative and quantitative analysis. Over the several last decades, medical images have been shown to contain complementary and interchangeable data orthogonal to other sources such as pathology, hematology, genomics, and/or proteomics. As such, ""radiomics"" has emerged as a field of research that involves the process of converting standard-of-care images into quantitative image-based data that can be merged with other data sources and subsequently analyzed using conventional biostatistics or artificial intelligence (AI) methods. As radiomic features capture biological and pathophysiological information, these quantitative radiomic features have shown to provide rapid and accurate noninvasive biomarkers for lung cancer risk prediction, diagnostics, prognosis, treatment response monitoring, and tumor biology. In this review, radiomics and emerging AI methods in lung cancer research are highlighted and discussed including advantages, challenges, and pitfalls.","Ilke Tunali,Ilke Tunali,Robert J. Gillies,Matthew B. Schabath,Robert J. Gillies,Matthew B. Schabath",Cold Spring Harbor Perspectives in Medicine,2021.0
10.7150/ijbs.55716,,,Application of radiomics and machine learning in head and neck cancers.,"With the continuous development of medical image informatics technology, more and more high-throughput quantitative data could be extracted from digital medical images, which has resulted in a new kind of omics-Radiomics. In recent years, in addition to genomics, proteomics and metabolomics, radiomic has attracted the interest of more and more researchers. Compared to other omics, radiomics can be perfectly integrated with clinical data, even with the pathology and molecular biomarker, so that the study can be closer to the clinical reality and more revealing of the tumor development. Mass data will also be generated in this process. Machine learning, due to its own characteristics, has a unique advantage in processing massive radiomic data. By analyzing mass amounts of data with strong clinical relevance, people can construct models that more accurately reflect tumor development and progression, thereby providing the possibility of personalized and sequential treatment of patients. As one of the cancer types whose treatment and diagnosis rely on imaging examination, radiomics has a very broad application prospect in head and neck cancers (HNC). Until now, there have been some notable results in HNC. In this review, we will introduce the concepts and workflow of radiomics and machine learning and their current applications in head and neck cancers, as well as the directions and applications of artificial intelligence in the treatment and diagnosis of HNC.","Zhouying Peng,Zhouying Peng,Yumin Wang,Yumin Wang,Yaxuan Wang,Sijie Jiang,Yaxuan Wang,Sijie Jiang,Ruohao Fan,Hua Zhang,Ruohao Fan,Hua Zhang,Weihong Jiang,Hua Zhang,Weihong Jiang,Weihong Jiang",International Journal of Biological Sciences,2021.0
10.3748/wjg.v27.i32.5306,,,Radiomics and machine learning applications in rectal cancer: Current update and future perspectives.,"The high incidence of rectal cancer in both sexes makes it one of the most common tumors, with significant morbidity and mortality rates. To define the best treatment option and optimize patient outcome, several rectal cancer biological variables must be evaluated. Currently, medical imaging plays a crucial role in the characterization of this disease, and it often requires a multimodal approach. Magnetic resonance imaging is the first-choice imaging modality for local staging and restaging and can be used to detect high-risk prognostic factors. Computed tomography is widely adopted for the detection of distant metastases. However, conventional imaging has recognized limitations, and many rectal cancer characteristics remain assessable only after surgery and histopathology evaluation. There is a growing interest in artificial intelligence applications in medicine, and imaging is by no means an exception. The introduction of radiomics, which allows the extraction of quantitative features that reflect tumor heterogeneity, allows the mining of data in medical images and paved the way for the identification of potential new imaging biomarkers. To manage such a huge amount of data, the use of machine learning algorithms has been proposed. Indeed, without prior explicit programming, they can be employed to build prediction models to support clinical decision making. In this review, current applications and future perspectives of artificial intelligence in medical imaging of rectal cancer are presented, with an imaging modality-based approach and a keen eye on unsolved issues. The results are promising, but the road ahead for translation in clinical practice is rather long.","Arnaldo Stanzione,Francesco Verde,Arnaldo Stanzione,Francesco Verde,Valeria Romeo,Francesca Boccadifuoco,Valeria Romeo,Pier Paolo Mainenti,Francesca Boccadifuoco,Simone Maurea,Pier Paolo Mainenti,Simone Maurea",World Journal of Gastroenterology,2021.0
10.1088/2057-1976/ac39ab,34781281.0,,Radiomics outperforms clinical factors in characterizing human papilloma virus (HPV) for patients with oropharyngeal squamous cell carcinomas,"Purpose:To utilize radiomic features extracted from CT images to characterize Human Papilloma Virus (HPV) for patients with oropharyngeal cancer squamous cell carcinoma (OPSCC).Methods:One hundred twenty-eight OPSCC patients with known HPV-status (60-HPV+ and 68-HPV-, confirmed by immunohistochemistry-P16-protein testing) were retrospectively studied. Radiomic features (11 feature-categories) were extracted in 3D from contrast-enhanced (CE)-CT images of gross-tumor-volumes using 'in-house' software ('ROdiomiX') developed and validated following the image-biomarker-standardization-initiative (IBSI) guidelines. Six clinical factors were investigated: Age-at-Diagnosis, Gender, Total-Charlson, Alcohol-Use, Smoking-History, and T-Stage. A Least-Absolute-Shrinkage-and-Selection-Operation (Lasso) technique combined with a Generalized-Linear-Model (Lasso-GLM) were applied to perform regularization in the radiomic and clinical feature spaces to identify the ranking of optimal feature subsets with most representative information for prediction of HPV. Lasso-GLM models/classifiers based on clinical factors only, radiomics only, and combined clinical and radiomics (ensemble/integrated) were constructed using random-permutation-sampling. Tests of significance (One-way ANOVA), average Area-Under-Receiver-Operating-Characteristic (AUC), and Positive and Negative Predictive values (PPV and NPV) were computed to estimate the generalization-error and prediction performance of the classifiers.Results:Five clinical factors, including T-stage, smoking status, and age, and 14 radiomic features, including tumor morphology, and intensity contrast were found to be statistically significant discriminators between HPV positive and negative cohorts. Performances for prediction of HPV for the 3 classifiers were: Radiomics-Lasso-GLM: AUC/PPV/NPV=0.789/0.755/0.805; Clinical-Lasso-GLM: 0.676/0.747/0.672, and Integrated/Ensemble-Lasso-GLM: 0.895/0.874/0.844. Results imply that the radiomics-based classifier enabled better characterization and performance prediction of HPV relative to clinical factors, and that the combination of both radiomics and clinical factors yields even higher accuracy characterization and predictive performance.Conclusion:Albeit subject to confirmation in a larger cohort, this pilot study presents encouraging results in support of the role of radiomic features towards characterization of HPV in patients with OPSCC.","Hassan Bagher‐Ebadian,Hassan Bagher Ebadian,Farzan Siddiqui,Farzan Siddiqui,Ahmed I Ghanem,Ahmed I Ghanem,Simeng Zhu,Simeng Zhu,Mei Lü,Mei Lu,Mei Lu,Benjamin Movsas,Indrin J. Chetty,Benjamin Movsas,Indrin J. Chetty",Biomedical Physics & Engineering Express,2021.0
10.1016/j.compbiomed.2020.104135,33254045.0,,Radiomics-based machine learning model to predict risk of death within 5-years in clear cell renal cell carcinoma patients.,"Abstract   Purpose  The aim of this study was to develop radiomics–based machine learning models based on extracted radiomic features and clinical information to predict the risk of death within 5 years for prognosis of clear cell renal cell carcinoma (ccRCC) patients.    Methods  According to image quality and clinical data availability, we eventually selected 70 ccRCC patients that underwent CT scans. Manual volume-of-interest (VOI) segmentation of each image was performed by an experienced radiologist using the 3D slicer software package. Prior to feature extraction, image pre-processing was performed on CT images to extract different image features, including wavelet, Laplacian of Gaussian, and resampling of the intensity values to 32, 64 and 128 bin levels. Overall, 2544 3D radiomics features were extracted from each VOI for each patient. Minimum Redundancy Maximum Relevance (MRMR) algorithm was used as feature selector. Four classification algorithms were used, including Generalized Linear Model (GLM), Support Vector Machine (SVM), K-nearest Neighbor (KNN) and XGBoost. We used the Bootstrap resampling method to create validation sets. Area under the receiver operating characteristic (ROC) curve (AUROC), accuracy, sensitivity, and specificity were used to assess the performance of the classification models.    Results  The best single performance among 8 different models was achieved by the XGBoost model using a combination of radiomic features and clinical information (AUROC, accuracy, sensitivity, and specificity with 95% confidence interval were 0.95-0.98, 0.93-0.98, 0.93-0.96 and 1.0, respectively).    Conclusions  We developed a robust radiomics-based classifier that is capable of accurately predicting overall survival of RCC patients for prognosis of ccRCC patients. This signature may help identifying high-risk patients who require additional treatment and follow up regimens.","Mostafa Nazari,Mostafa Nazari,Isaac Shiri,Isaac Shiri,Habib Zaidi,Habib Zaidi",Computers in Biology and Medicine,2021.0
10.1007/s00261-021-03254-x,34435228.0,,Radiomics: a primer on high-throughput image phenotyping,"Radiomics is a high-throughput approach to image phenotyping. It uses computer algorithms to extract and analyze a large number of quantitative features from radiological images. These radiomic features collectively describe unique patterns that can serve as digital fingerprints of disease. They may also capture imaging characteristics that are difficult or impossible to characterize by the human eye. The rapid development of this field is motivated by systems biology, facilitated by data analytics, and powered by artificial intelligence. Here, as part of Abdominal Radiology’s special issue on Quantitative Imaging, we provide an introduction to the field of radiomics. The technique is formally introduced as an advanced application of data analytics, with illustrating examples in abdominal radiology. Artificial intelligence is then presented as the main driving force of radiomics, and common techniques are defined and briefly compared. The complete step-by-step process of radiomic phenotyping is then broken down into five key phases. Potential pitfalls of each phase are highlighted, and recommendations are provided to reduce sources of variation, non-reproducibility, and error associated with radiomics.","Kyle Lafata,Yuqi Wang,Kyle Lafata,Brandon Konkel,Yuqi Wang,Fang‐Fang Yin,Brandon Konkel,Mustafa R. Bashir,Fang-Fang Yin,Mustafa R. Bashir",Abdominal Radiology,2021.0
10.17816/dd70479,,,The role of mammography in breast cancer radiomics,"Mammography is still the only screening method for breast cancer. Although digital mammography is the most common and widely used method for detecting breast cancer, it is ineffective at detecting and assessing intratumoral heterogeneity. Due to the small size of the tissue sample or tumor, biopsies often fail to represent the entire tumor. For this reason, selecting a treatment and determining a patient’s prognosis becomes difficult. In this case, medical imaging is a noninvasive approach that can provide a more comprehensive view of the entire tumor, act as a “virtual biopsy,” and be useful for monitoring disease progression and response to therapy.  Radiomics with texture analysis allows you to look at an image as a group of numerical data, moving beyond the usual visual perception and into a deeper analysis of digital, pixel data to improve the accuracy of differential diagnosis. Radiogenomics is a natural extension of radiomics that focuses on determining gene expression based on radiologic tumor phenotype. The purpose of this review is to evaluate the role of mammography in breast cancer radiomics and radiogenomics.  The article presents a literature review of relevant Russian scientific articles found in databases such as PubMed, Medline, Springer, eLibrary, and Google Scholar. The information obtained was then pooled, structured, and analyzed to examine the role of mammography in breast cancer screening radiomics.","Veronika G. Govorukhina,Veronika G. Govorukhina,Говорухина Вероника Георгиевна,Serafim S. Semenov,Serafim S. Semenov,Говорухина Вероника Георгиевна,Pavel Gelezhe,Семенов Серафим Сергеевич,Vera V. Didenko,Семенов Серафим Сергеевич,Pavel Gelezhe,Sergey Morozov,Гележе Павел Борисович,Anna E. Andreychenko,Гележе Павел Борисович,Vera V. Didenko,Диденко Вера Владимировна,Диденко Вера Владимировна,S. P. Morozov,Морозов Сергей Павлович,Морозов Сергей Павлович,Anna Andreychenko,Anna Andreychenko,Андрейченко Анна Евгеньевна,Андрейченко Анна Евгеньевна",,2021.0
10.1002/mp.14686,33370474.0,,Longitudinal acquisition repeatability of MRI radiomics features: An ACR MRI phantom study on two MRI scanners using a 3D T1W TSE sequence.,"PURPOSE To quantitatively assess the longitudinal acquisition repeatability of MRI radiomics features in a 3D T1-weighted (T1W) TSE sequence via a well-controlled prospective phantom study. METHODS 30 consecutive daily datasets of an ACR-MRI phantom were acquired on two 1.5T MRI-simulators using a 3D T1W TSE sequence. Images were blindly segmented by two observers. Post-acquisition processing was minimized but an intensity discretization (fixed bin-size of 25). 101 radiomics features (shape n=12; first-order n=16; texture n=73) were extracted. Longitudinal repeatability of each feature was evaluated by Pearson correlation and coefficient-of-variance (CV68% ). Inter-observer feature value agreement was also quantified using intraclass correlation coefficient (ICC) and Bland-Altman analysis. A most repeatable radiomics feature set on both scanners was determined by feature coefficient-of-variance (CV68%  0.75), and the ratio of the inter-observer difference to the inter-observer mean δ 0.30). First-order and texture features had smaller inter-observer dependent variation than acquisition dependent variation. They also showed good inter-observer agreement on both scanners (A:ICC=0.80±0.23; B:ICC=0.80±0.22), independent of acquisition repeatability. The repeatable radiomics features in common on both scanners, including 12 shape features, 0 first-order features and 3 texture features, were determined as the most repeatable MRI radiomics feature set. CONCLUSIONS Radiomics features exhibited heterogeneous longitudinal repeatability, while the shape features were the most repeatable, in this phantom study with a 3D T1W TSE acquisition. The most repeatable radiomics feature set derived in this study should be helpful for the selection of reliable radiomics features in the future clinical use.","Oi Lei Wong,Jing Yuan,O Wong,Oi Lei Wong,Yihang Zhou,Jing Yuan,Yihang Zhou,Siu Ki Yu,Siu Ki Yu,K.Y. Cheung,Kin Yin Cheung,K.Y. Cheung",Medical Physics,2020.0
10.3390/jpm11010008,33374569.0,,Preoperative Predicting the WHO/ISUP Nuclear Grade of Clear Cell Renal Cell Carcinoma by Computed Tomography-Based Radiomics Features.,"Nuclear grade is important for treatment selection and prognosis in patients with clear cell renal cell carcinoma (ccRCC). This study aimed to determine the ability of preoperative four-phase multiphasic multidetector computed tomography (MDCT)-based radiomics features to predict the WHO/ISUP nuclear grade. In all 102 patients with histologically confirmed ccRCC, the training set (n = 62) and validation set (n = 40) were randomly assigned. In both datasets, patients were categorized according to the WHO/ISUP grading system into low-grade ccRCC (grades 1 and 2) and high-grade ccRCC (grades 3 and 4). The feature selection process consisted of three steps, including least absolute shrinkage and selection operator (LASSO) regression analysis, and the radiomics scores were developed using 48 radiomics features (10 in the unenhanced phase, 17 in the corticomedullary (CM) phase, 14 in the nephrographic (NP) phase, and 7 in the excretory phase). The radiomics score (Rad-Score) derived from the CM phase achieved the best predictive ability, with a sensitivity, specificity, and an area under the curve (AUC) of 90.91%, 95.00%, and 0.97 in the training set. In the validation set, the Rad-Score derived from the NP phase achieved the best predictive ability, with a sensitivity, specificity, and an AUC of 72.73%, 85.30%, and 0.84. We constructed a complex model, adding the radiomics score for each of the phases to the clinicoradiological characteristics, and found significantly better performance in the discrimination of the nuclear grades of ccRCCs in all MDCT phases. The highest AUC of 0.99 (95% CI, 0.92-1.00, p < 0.0001) was demonstrated for the CM phase. Our results showed that the MDCT radiomics features may play a role as potential imaging biomarkers to preoperatively predict the WHO/ISUP grade of ccRCCs.","Claudia-Gabriela Moldovanu,Bianca Boca,Claudia-Gabriela Moldovanu,Bianca Petresc,Bianca Boca,Andrei Lebovici,Attila Tamas-Szora,Andrei Lebovici,Attila Tamas-Szora,Attila Tamas-Szora,Diana Feier,Diana Feier,Nicolae Crişan,Nicolae Crisan,Iulia Andraș,Mircea Buruian,Iulia Andras,Mircea Marian Buruian,Mircea Marian Buruian",Journal of Personalized Medicine,2020.0
10.1016/j.ymeth.2020.06.003,32522530.0,,"Radiomics in neuro-oncology: Basics, workflow, and applications.",,"Philipp Lohmann,Norbert Galldiks,Philipp Lohmann,Norbert Galldiks,Martin Köcher,Martin Kocher,Alexander Heinzel,Alexander Heinzel,Christian Filß,Carina Stegmayr,Christian Filss,Carina Stegmayr,Felix M. Mottaghy,Gereon R. Fink,Felix M. Mottaghy,N. Jon Shah,Gereon R. Fink,Karl‐Josef Langen,N. Jon Shah,Karl-Josef Langen",Methods,2020.0
10.1038/s41598-020-64824-5,,,3D-MCN: A 3D Multi-scale Capsule Network for Lung Nodule Malignancy Prediction,"Despite the advances in automatic lung cancer malignancy prediction, achieving high accuracy remains challenging. Existing solutions are mostly based on Convolutional Neural Networks (CNNs), which require a large amount of training data. Most of the developed CNN models are based only on the main nodule region, without considering the surrounding tissues. Obtaining high sensitivity is challenging with lung nodule malignancy prediction. Moreover, the interpretability of the proposed techniques should be a consideration when the end goal is to utilize the model in a clinical setting. Capsule networks (CapsNets) are new and revolutionary machine learning architectures proposed to overcome shortcomings of CNNs. Capitalizing on the success of CapsNet in biomedical domains, we propose a novel model for lung tumor malignancy prediction. The proposed framework, referred to as the 3D Multi-scale Capsule Network (3D-MCN), is uniquely designed to benefit from: (i) 3D inputs, providing information about the nodule in 3D; (ii) Multi-scale input, capturing the nodule’s local features, as well as the characteristics of the surrounding tissues, and; (iii) CapsNet-based design, being capable of dealing with a small number of training samples. The proposed 3D—MCN architecture predicted lung nodule malignancy with a high accuracy of 93.12%, sensitivity of 94.94%, area under the curve (AUC) of 0.9641, and specificity of 90% when tested on the LIDC-IDRI dataset. When classifying patients as having a malignant condition (i.e., at least one malignant nodule is detected) or not, the proposed model achieved an accuracy of 83%, and a sensitivity and specificity of 84% and 81% respectively.","Parnian Afshar,Parnian Afshar,Anastasia Oikonomou,Farnoosh Naderkhani,Anastasia Oikonomou,Anastasia Oikonomou,Farnoosh Naderkhani,Farnoosh Naderkhani,Farnoosh Naderkhani,Pascal N. Tyrrell,Pascal N. Tyrrell,Konstantinos N. Plataniotis,Konstantinos N. Plataniotis,Keyvan Farahani,Keyvan Farahani,Arash Mohammadi,Arash Mohammadi",Scientific Reports,2020.0
10.1002/mp.14388,32657426.0,,A multi-objective radiomics model for the prediction of locoregional recurrence in head and neck squamous cell cancer,"PURPOSE Locoregional recurrence (LRR) is the predominant pattern of relapse after non-surgical treatment of Head and Neck Squamous Cell Cancers (HNSCC). Therefore, accurately identifying patients with HNSCC who are at high risk for LRR is important for optimizing personalized treatment plans. In this work, we developed a multi-classifier, multi-objective and multi-modality (mCOM) radiomics-based outcome prediction model for HNSCC LRR. METHODS In mCOM, we considered sensitivity and specificity simultaneously as the objectives to guide the model optimization. We used multiple classifiers, comprising support vector machine (SVM), discriminant analysis (DA), and logistic regression (LR), to build the model. We used features from multiple modalities as model inputs, comprising clinical parameters and radiomics feature extracted from X-ray computed tomography (CT) images and positron emission tomography (PET) images. We proposed a multi-task multi-objective immune algorithm (mTO) to train the mCOM model and used an evidential reasoning (ER)-based method to fuse the output probabilities from different classifiers and modalities in mCOM. We evaluated the effectiveness of the developed method by using a retrospective public pre-treatment HNSCC dataset downloaded from The Cancer Imaging Archive (TCIA). The input for our model included radiomic features extracted from pre-treatment PET and CT using an open source radiomics software and clinical characteristics such as sex, age, stage, primary disease site, human papillomavirus (HPV) status and treatment paradigm. In our experiment, 190 patients from two institutions were used for model training while the remaining 87 patients from the other two institutions were used for testing. RESULTS When we built the predictive model using features from single modality, the multi-classifier models achieved better performance over the models built with the three base-classifiers individually. When we built the model using features from multiple modalities, the proposed method achieved area under the receiver operating characteristic curve (AUC) values of 0.76 for the radiomics-only model, and 0.77 for the model built with radiomics and clinical features, which is significantly higher than the AUCs of models built with single-modality features. The statistical analysis was performed using MATLAB software. CONCLUSIONS Comparisons with other methods demonstrated the efficiency of the mTO algorithm and the superior performance of the proposed mCOM model for predicting HNSCC LRR.","Kai Wang,Kai Wang,Zhiguo Zhou,Zhiguo Zhou,Zhiguo Zhou,Zhiguo Zhou,Rongfang Wang,Liyuan Chen,Rongfang Wang,Liyuan Chen,Qiongwen Zhang,Qiongwen Zhang,David J. Sher,David J. Sher,Jing Wang,Jing Wang",Medical Physics,2020.0
10.1002/mp.13977,31853980.0,,Application of radiomics for the prediction of HPV status for patients with head and neck cancers.,"PURPOSE: To perform radiomic analysis of primary tumors extracted from pretreatment contrast-enhanced computed tomography (CE-CT) images for patients with oropharyngeal cancers to identify discriminant features and construct an optimal classifier for the characterization and prediction of human papilloma virus (HPV) status. MATERIALS AND METHODS: One hundred and eighty seven patients with oropharyngeal cancers with known HPV status (confirmed by immunohistochemistry-p16 protein testing) were retrospectively studied as follows: Group A: 95 patients (19HPV- and 76HPV+) from the MICAII grand challenge. Group B: 92 patients (52HPV- and 40HPV+) from our institution. Radiomic features (172) were extracted from pretreatment diagnostic CE-CT images of the gross tumor volume (GTV). Levene and Kolmogorov-Smirnov's tests with absolute biserial correlation (>0.48) were used to identify the discriminant features between the HPV+ and HPV- groups. The discriminant features were used to train and test eight different classifiers. Area under receiver operating characteristic (AUC), positive predictive and negative predictive values (PPV and NPV, respectively) were used to evaluate the performance of the classifiers. Principal component analysis (PCA) was applied on the discriminant feature set and seven PCs were used to train and test a generalized linear model (GLM) classifier. RESULTS: Among 172 radiomic features only 12 radiomic features (from 3 categories) were significantly different (P   0.48) between the HPV+ and HPV- groups. Among the eight classifiers trained and applied for prediction of HPV status, the GLM showed the highest performance for each discriminant feature and the combined 12 features: AUC/PPV/NPV = 0.878/0.834/0.811. The GLM high prediction power was AUC/PPV/NPV = 0.849/0.731/0.788 and AUC/PPV/NPV = 0.869/0.807/0.870 for unseen test datasets for groups A and B, respectively. After eliminating the correlation among discriminant features by applying PCA analysis, the performance of the GLM was improved by 3.3%, 2.2%, and 1.8% for AUC, PPV, and NPV, respectively. CONCLUSIONS: Results imply that GTV's for HPV+ patients exhibit higher intensities, smaller lesion size, greater sphericity/roundness, and higher spatial intensity-variation/heterogeneity. Results are suggestive that radiomic features primarily associated with the spatial arrangement and morphological appearance of the tumor on contrast-enhanced diagnostic CT datasets may be potentially used for classification of HPV status.","Hassan Bagher‐Ebadian,Hassan Bagher-Ebadian,Mei Lü,Farzan Siddiqui,Mei Lu,Mei Lu,Mei Lu,Ahmed I Ghanem,Farzan Siddiqui,Ahmed I. Ghanem,Ahmed I. Ghanem,Ahmed I. Ghanem,Ahmed I. Ghanem,Ning Wen,Ahmed I. Ghanem,Ahmed I Ghanem,Qixue Wu,Ning Wen,Chang Liu,Qixue Wu,Benjamin Movsas,Chang Liu,Indrin J. Chetty,Benjamin Movsas,Indrin J. Chetty",Medical Physics,2020.0
